banker_name,co_code,company_name,bnkhist_date
H D F C BANK LTD.,104476,J P T SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,105184,JAGAN LAMPS LTD.,31-03-2020
H D F C BANK LTD.,107677,JASCH INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,108959,JAYSYNTH DYESTUFF (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,427813,JET KNITWEARS LTD.,31-03-2020
H D F C BANK LTD.,565218,JIGAR CABLES LTD.,31-03-2020
H D F C BANK LTD.,109802,JINDAL HOTELS LTD.,31-03-2020
H D F C BANK LTD.,110466,JOONKTOLLEE TEA & INDS. LTD.,31-03-2020
H D F C BANK LTD.,110612,JOST'S ENGINEERING CO. LTD.,31-03-2020
H D F C BANK LTD.,62499,JUBILANT FOODWORKS LTD.,31-03-2020
H D F C BANK LTD.,120009,K I F S FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,112013,K J M C CORPORATE ADVISORS (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,112011,K J M C FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,580286,K P I T TECHNOLOGIES LTD.,31-03-2020
H D F C BANK LTD.,113737,KABSONS INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,114072,KAISER CORPORATION LTD.,31-03-2020
H D F C BANK LTD.,394431,KALYAN JEWELLERS INDIA LTD.,31-03-2020
H D F C BANK LTD.,114955,KALYANI COMMERCIALS LTD.,31-03-2020
H D F C BANK LTD.,386769,KALYANI INVESTMENT CO. LTD.,31-03-2020
H D F C BANK LTD.,204853,KAMA HOLDINGS LTD.,31-03-2020
H D F C BANK LTD.,115994,KANEL INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,339321,KAPIL RAJ FINANCE LTD.,31-03-2020
H D F C BANK LTD.,389433,KARMA ENERGY LTD.,31-03-2020
H D F C BANK LTD.,109827,KASHYAP TELE-MEDICINES LTD.,31-03-2020
H D F C BANK LTD.,375762,KAUSHALYA INFRASTRUCTURE DEVP. CORPN. LTD.,31-03-2020
H D F C BANK LTD.,118884,KEERTI KNOWLEDGE & SKILLS LTD.,31-03-2020
H D F C BANK LTD.,120592,KHYATI MULTIMEDIA ENTERTAINMENT LTD.,31-03-2020
H D F C BANK LTD.,127279,KIMIA BIOSCIENCES LTD.,31-03-2020
H D F C BANK LTD.,107622,KINTECH RENEWABLES LTD.,31-03-2020
H D F C BANK LTD.,121068,KIRAN VYAPAR LTD.,31-03-2020
H D F C BANK LTD.,179481,KIRLOSKAR INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,102091,KOTIA ENTERPRISES LTD.,31-03-2020
H D F C BANK LTD.,122994,KRANTI INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,248234,KREON FINNANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,97414,KRETTO SYSCON LTD.,31-03-2020
H D F C BANK LTD.,385896,KRISHANA PHOSCHEM LTD.,31-03-2020
H D F C BANK LTD.,123244,KRISHNA CAPITAL & SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,362285,KWALITY PHARMACEUTICALS LTD.,31-03-2020
H D F C BANK LTD.,128584,L S INDS. LTD.,31-03-2020
H D F C BANK LTD.,125849,LA OPALA R G LTD.,31-03-2020
H D F C BANK LTD.,126008,LACTOSE (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,126016,LADAM AFFORDABLE HOUSING LTD.,31-03-2020
H D F C BANK LTD.,582511,LATTEYS INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,386002,LAXMI COTSPIN LTD.,31-03-2020
H D F C BANK LTD.,578296,LEX NIMBLE SOLUTIONS LTD.,31-03-2020
H D F C BANK LTD.,128783,LINC LTD.,31-03-2020
H D F C BANK LTD.,68091,LLOYDS STEELS INDS. LTD.,31-03-2020
H D F C BANK LTD.,428732,LOOKS HEALTH SERVICES LTD.,31-03-2020
H D F C BANK LTD.,377445,LOTUS EYE HOSPITAL & INSTITUTE LTD.,31-03-2020
H D F C BANK LTD.,130248,LUMAX INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,85967,LYKIS LTD.,31-03-2020
H D F C BANK LTD.,484687,M K PROTEINS LTD.,31-03-2020
H D F C BANK LTD.,132298,M P AGRO INDS. LTD.,31-03-2020
H D F C BANK LTD.,146321,M P L PLASTICS LTD.,31-03-2020
H D F C BANK LTD.,133729,MACRO INTERNATIONAL LTD.,31-03-2020
H D F C BANK LTD.,298464,MADHYA BHARAT AGRO PRODUCTS LTD.,31-03-2020
H D F C BANK LTD.,409372,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD.,31-03-2020
H D F C BANK LTD.,134838,MAGNANIMOUS TRADE & FINANCE LTD.,31-03-2020
H D F C BANK LTD.,135099,MAHAAN FOODS LTD.,31-03-2020
H D F C BANK LTD.,135675,MAHARASHTRA CORPORATION LTD.,31-03-2020
H D F C BANK LTD.,135716,MAHARASHTRA SEAMLESS LTD.,31-03-2020
H D F C BANK LTD.,379432,MAHINDRA LOGISTICS LTD.,31-03-2020
H D F C BANK LTD.,602589,MANGALAM GLOBAL ENTERPRISE LTD.,31-03-2020
H D F C BANK LTD.,138305,MANGALAM INDUSTRIAL FINANCE LTD.,31-03-2020
H D F C BANK LTD.,507748,MANGALAM SEEDS LTD.,31-03-2020
H D F C BANK LTD.,140010,MARDIA SAMYOUNG CAPILLARY TUBES CO. LTD.,31-03-2020
H D F C BANK LTD.,259624,MARSHALL MACHINES LTD.,31-03-2020
H D F C BANK LTD.,290834,MARVEL DECOR LTD.,31-03-2020
H D F C BANK LTD.,141303,MASTER TRUST LTD.,31-03-2020
H D F C BANK LTD.,141471,MATHEW EASOW RESEARCH SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,334900,MATRIMONY.COM LTD.,31-03-2020
H D F C BANK LTD.,430604,MAX ALERT SYSTEMS LTD.,31-03-2020
H D F C BANK LTD.,142780,MEDIA MATRIX WORLDWIDE LTD.,31-03-2020
H D F C BANK LTD.,142935,MEDINOVA DIAGNOSTIC SERVICES LTD.,31-03-2020
H D F C BANK LTD.,143217,MEFCOM CAPITAL MARKETS LTD.,31-03-2020
H D F C BANK LTD.,398357,MEGA FLEX PLASTICS LTD.,31-03-2020
H D F C BANK LTD.,486139,MEGASTAR FOODS LTD.,31-03-2020
H D F C BANK LTD.,143918,MEHTA SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,393756,METROPOLIS HEALTHCARE LTD.,31-03-2020
H D F C BANK LTD.,145601,MID EAST PORTFOLIO MGMT. LTD.,31-03-2020
H D F C BANK LTD.,146320,MILTON INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,146438,MINDA CORPORATION LTD.,31-03-2020
H D F C BANK LTD.,146887,MISQUITA ENGINEERING LTD.,31-03-2020
H D F C BANK LTD.,147535,MODERN ENGINEERING & PROJECTS LTD.,31-03-2020
H D F C BANK LTD.,147878,MODIPON LTD.,31-03-2020
H D F C BANK LTD.,147887,MODISON LTD.,31-03-2020
H D F C BANK LTD.,158081,MONARCH NETWORTH CAPITAL LTD.,31-03-2020
H D F C BANK LTD.,282181,MONEYBOXX FINANCE LTD.,31-03-2020
H D F C BANK LTD.,62584,MORGAN VENTURES LTD.,31-03-2020
H D F C BANK LTD.,558584,MUFIN GREEN FINANCE LTD.,31-03-2020
H D F C BANK LTD.,150144,MUKAT PIPES LTD.,31-03-2020
H D F C BANK LTD.,150169,MUKESH BABU FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,338286,MULTI COMMODITY EXCHANGE OF INDIA LTD.,31-03-2020
H D F C BANK LTD.,150738,MULTIPURPOSE TRADING & AGENCIES LTD.,31-03-2020
H D F C BANK LTD.,150992,MUNOTH CAPITAL MARKETS LTD.,31-03-2020
H D F C BANK LTD.,150995,MUNOTH FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,314795,MUSIC BROADCAST LTD.,31-03-2020
H D F C BANK LTD.,269223,N 2 N TECHNOLOGIES LTD.,31-03-2020
H D F C BANK LTD.,151834,N D A SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,373394,N E L HOLDINGS SOUTH LTD.,31-03-2020
H D F C BANK LTD.,152228,N K INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,373173,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,154000,NAM SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,529901,NAVIGANT CORPORATE ADVISORS LTD.,31-03-2020
H D F C BANK LTD.,157795,NESCO LTD.,31-03-2020
H D F C BANK LTD.,259817,NETLINK SOLUTIONS (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,161626,NETTLINX LTD.,31-03-2020
H D F C BANK LTD.,159553,NIKKI GLOBAL FINANCE LTD.,31-03-2020
H D F C BANK LTD.,160177,NIRAV COMMERCIALS LTD.,31-03-2020
H D F C BANK LTD.,160251,NIRLON LTD.,31-03-2020
H D F C BANK LTD.,284470,NITIRAJ ENGINEERS LTD.,31-03-2020
H D F C BANK LTD.,27966,NIVAKA FASHIONS LTD.,31-03-2020
H D F C BANK LTD.,155636,NOCIL LTD.,31-03-2020
H D F C BANK LTD.,162371,NUTECH GLOBAL LTD.,31-03-2020
H D F C BANK LTD.,163007,OCEANIC FOODS LTD.,31-03-2020
H D F C BANK LTD.,163146,ODYSSEY TECHNOLOGIES LTD.,31-03-2020
H D F C BANK LTD.,163701,OMAX AUTOS LTD.,31-03-2020
H D F C BANK LTD.,17200,ONESOURCE IDEAS VENTURE LTD.,31-03-2020
H D F C BANK LTD.,164867,ORIENT TRADELINK LTD.,31-03-2020
H D F C BANK LTD.,164948,ORIENTAL HOTELS LTD.,31-03-2020
H D F C BANK LTD.,227422,OROSIL SMITHS INDIA LTD.,31-03-2020
H D F C BANK LTD.,165429,OSIAJEE TEXFAB LTD.,31-03-2020
H D F C BANK LTD.,165506,OSWAL AGRO MILLS LTD.,31-03-2020
H D F C BANK LTD.,165512,OSWAL GREENTECH LTD.,31-03-2020
H D F C BANK LTD.,165549,OSWAL OVERSEAS LTD.,31-03-2020
H D F C BANK LTD.,175644,P F L INFOTECH LTD.,31-03-2020
H D F C BANK LTD.,72918,P H CAPITAL LTD.,31-03-2020
H D F C BANK LTD.,182125,P M C FINCORP LTD.,31-03-2020
H D F C BANK LTD.,242446,P M TELELINNKS LTD.,31-03-2020
H D F C BANK LTD.,182249,P V R LTD.,31-03-2020
H D F C BANK LTD.,168170,PACIFIC INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,168456,PADMANABH ALLOYS & POLYMERS LTD.,31-03-2020
H D F C BANK LTD.,159677,PADMANABH INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,169370,PANAMA PETROCHEM LTD.,31-03-2020
H D F C BANK LTD.,169984,PANSARI DEVELOPERS LTD.,31-03-2020
H D F C BANK LTD.,189815,PAOS INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,585975,PARIN FURNITURE LTD.,31-03-2020
H D F C BANK LTD.,172398,PATEL INTEGRATED LOGISTICS LTD.,31-03-2020
H D F C BANK LTD.,172785,PAUL MERCHANTS LTD.,31-03-2020
H D F C BANK LTD.,173596,PEETI SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,174731,PHAARMASIA LTD.,31-03-2020
H D F C BANK LTD.,180630,PREMCO GLOBAL LTD.,31-03-2020
H D F C BANK LTD.,180685,PREMIER CAPITAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,489919,PREVEST DENPRO LTD.,31-03-2020
H D F C BANK LTD.,181983,PRISM FINANCE LTD.,31-03-2020
H D F C BANK LTD.,88524,PRIVI SPECIALITY CHEMICALS LTD.,31-03-2020
H D F C BANK LTD.,182417,PRO FIN CAPITAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,184213,PUROHIT CONSTRUCTION LTD.,31-03-2020
H D F C BANK LTD.,27247,QUEST CAPITAL MARKETS LTD.,31-03-2020
H D F C BANK LTD.,185103,QUEST SOFTECH (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,188707,RADHE DEVELOPERS (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,544539,RADHIKA JEWELTECH LTD.,31-03-2020
H D F C BANK LTD.,467006,RAGHAV PRODUCTIVITY ENHANCERS LTD.,31-03-2020
H D F C BANK LTD.,189251,RAGHUVIR SYNTHETICS LTD.,31-03-2020
H D F C BANK LTD.,191543,RAJKUMAR FORGE LTD.,31-03-2020
H D F C BANK LTD.,459417,RAJSHREE POLYPACK LTD.,31-03-2020
H D F C BANK LTD.,192855,RAMCO INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,377225,RANE BRAKE LINING LTD.,31-03-2020
H D F C BANK LTD.,380966,RANE ENGINE VALVE LTD.,31-03-2020
H D F C BANK LTD.,193620,RANE HOLDINGS LTD.,31-03-2020
H D F C BANK LTD.,193857,RANJEET MECHATRONICS LTD.,31-03-2020
H D F C BANK LTD.,194612,RATHI BARS LTD.,31-03-2020
H D F C BANK LTD.,393140,RATNABHUMI DEVELOPERS LTD.,31-03-2020
H D F C BANK LTD.,412114,RATTANINDIA ENTERPRISES LTD.,31-03-2020
H D F C BANK LTD.,196223,REGENCY FINCORP LTD.,31-03-2020
H D F C BANK LTD.,44926,REGENT ENTERPRISES LTD.,31-03-2020
H D F C BANK LTD.,571694,RELIABLE DATA SERVICES LTD.,31-03-2020
H D F C BANK LTD.,196665,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,31-03-2020
H D F C BANK LTD.,261673,RELIGARE ENTERPRISES LTD.,31-03-2020
H D F C BANK LTD.,197129,REPRO INDIA LTD.,31-03-2020
H D F C BANK LTD.,197513,REXNORD ELECTRONICS & CONTROLS LTD.,31-03-2020
H D F C BANK LTD.,197662,RICH UNIVERSE NETWORK LTD.,31-03-2020
H D F C BANK LTD.,198377,RISHI LASER LTD.,31-03-2020
H D F C BANK LTD.,198485,RITA FINANCE & LEASING LTD.,31-03-2020
H D F C BANK LTD.,199662,ROOPA INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,199804,ROSE MERC LTD.,31-03-2020
H D F C BANK LTD.,199974,ROSSELL INDIA LTD.,31-03-2020
H D F C BANK LTD.,201609,S B E C SYSTEMS (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,612293,S B L INFRATECH LTD.,31-03-2020
H D F C BANK LTD.,202070,S CHAND & CO. LTD.,31-03-2020
H D F C BANK LTD.,415862,S D C TECHMEDIA LTD.,31-03-2020
H D F C BANK LTD.,660105,S K P BEARING INDS. LTD.,31-03-2020
H D F C BANK LTD.,203288,S K P SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,203580,S KUMARS ONLINE LTD.,31-03-2020
H D F C BANK LTD.,203745,S M C GLOBAL SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,203844,S M I F S CAPITAL MARKETS LTD.,31-03-2020
H D F C BANK LTD.,216756,S T E L HOLDINGS LTD.,31-03-2020
H D F C BANK LTD.,221353,S T L GLOBAL LTD.,31-03-2020
H D F C BANK LTD.,121228,SAGAR PRODUCTIONS LTD.,31-03-2020
H D F C BANK LTD.,207115,SAGAR SOYA PRODUCTS LTD.,31-03-2020
H D F C BANK LTD.,207123,SAGAR SYSTECH LTD.,31-03-2020
H D F C BANK LTD.,208728,SALEM ERODE INVESTMENTS LTD.,31-03-2020
H D F C BANK LTD.,212676,SARASWATI COMMERCIAL (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,212849,SARDA PROTEINS LTD.,31-03-2020
H D F C BANK LTD.,282059,SASTASUNDAR VENTURES LTD.,31-03-2020
H D F C BANK LTD.,214526,SAUMYA CONSULTANTS LTD.,31-03-2020
H D F C BANK LTD.,235758,SAVANT INFOCOMM LTD.,31-03-2020
H D F C BANK LTD.,215582,SEA GOLD INFRASTRUCTURE LTD.,31-03-2020
H D F C BANK LTD.,135100,SEACOAST SHIPPING SERVICES LTD.,31-03-2020
H D F C BANK LTD.,216457,SELLWIN TRADERS LTD.,31-03-2020
H D F C BANK LTD.,217914,SHAIVAL REALITY LTD.,31-03-2020
H D F C BANK LTD.,389559,SHALBY LTD.,31-03-2020
H D F C BANK LTD.,218228,SHALIMAR AGENCIES LTD.,31-03-2020
H D F C BANK LTD.,218229,SHALIMAR PRODUCTIONS LTD.,31-03-2020
H D F C BANK LTD.,566013,SHANTI OVERSEAS (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,225532,SHARDUL SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,71567,SHARE INDIA SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,220491,SHILP GRAVURES LTD.,31-03-2020
H D F C BANK LTD.,221296,SHIVAGRICO IMPLEMENTS LTD.,31-03-2020
H D F C BANK LTD.,222904,SHREE KRISHNA INFRASTRUCTURE LTD.,31-03-2020
H D F C BANK LTD.,223546,SHREE SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,223783,SHREE TULSI ONLINE.COM LTD.,31-03-2020
H D F C BANK LTD.,223928,SHREE WORSTEX LTD.,31-03-2020
H D F C BANK LTD.,242338,SHRI GANG INDS. & ALLIED PRODUCTS LTD.,31-03-2020
H D F C BANK LTD.,503461,SHYAM CENTURY FERROUS LTD.,31-03-2020
H D F C BANK LTD.,396496,SILVERPOINT INFRATECH LTD.,31-03-2020
H D F C BANK LTD.,388583,SINTERCOM INDIA LTD.,31-03-2020
H D F C BANK LTD.,95119,SKIL INFRASTRUCTURE LTD.,31-03-2020
H D F C BANK LTD.,229847,SNOWMAN LOGISTICS LTD.,31-03-2020
H D F C BANK LTD.,369440,SORIL INFRA RESOURCES LTD. [MERGED],31-03-2020
H D F C BANK LTD.,405695,SOUTH WEST PINNACLE EXPLORATION LTD.,31-03-2020
H D F C BANK LTD.,232002,SOVEREIGN DIAMONDS LTD.,31-03-2020
H D F C BANK LTD.,232232,SPAN DIVERGENT LTD.,31-03-2020
H D F C BANK LTD.,535581,SPRAYKING AGRO EQUIPMENT LTD.,31-03-2020
H D F C BANK LTD.,42995,SREELEATHERS LTD.,31-03-2020
H D F C BANK LTD.,38803,STAMPEDE CAPITAL LTD.,31-03-2020
H D F C BANK LTD.,235818,STANDARD INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,235969,STANROSE MAFATLAL INVESTMENTS & FINANCE LTD.,31-03-2020
H D F C BANK LTD.,236037,STAR DELTA TRANSFORMERS LTD.,31-03-2020
H D F C BANK LTD.,236478,STEEL CITY SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,236505,STEEL STRIPS INFRASTRUCTURES LTD.,31-03-2020
H D F C BANK LTD.,236679,STEP TWO CORPN. LTD.,31-03-2020
H D F C BANK LTD.,236796,STERLING GUARANTY & FINANCE LTD.,31-03-2020
H D F C BANK LTD.,237919,SUBROS LTD.,31-03-2020
H D F C BANK LTD.,187235,SUMMIT SECURITIES LTD.,31-03-2020
H D F C BANK LTD.,450097,SUN RETAIL LTD.,31-03-2020
H D F C BANK LTD.,290321,SUNCARE TRADERS LTD.,31-03-2020
H D F C BANK LTD.,240330,SUNGOLD CAPITAL LTD.,31-03-2020
H D F C BANK LTD.,334832,SUNGOLD MEDIA & ENTERTAINMENT LTD.,31-03-2020
H D F C BANK LTD.,240390,SUNIL AGRO FOODS LTD.,31-03-2020
H D F C BANK LTD.,318189,SUPERFINE KNITTERS LTD.,31-03-2020
H D F C BANK LTD.,241876,SUPRA PACIFIC MGMT. CONSULTANCY LTD.,31-03-2020
H D F C BANK LTD.,242448,SURANA TELECOM & POWER LTD.,31-03-2020
H D F C BANK LTD.,243437,SURYAKRUPA FINANCE LTD.,31-03-2020
H D F C BANK LTD.,244171,SWADESHI INDUSTRIES & LEASING LTD.,31-03-2020
H D F C BANK LTD.,73773,SWASTI VINAYAKA ART & HERITAGE CORPN. LTD.,31-03-2020
H D F C BANK LTD.,244678,SWASTI VINAYAKA SYNTHETICS LTD.,31-03-2020
H D F C BANK LTD.,244814,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,31-03-2020
H D F C BANK LTD.,245240,SWITCHING TECHNOLOGIES GUNTHER LTD.,31-03-2020
H D F C BANK LTD.,245845,T C F C FINANCE LTD.,31-03-2020
H D F C BANK LTD.,385191,T C I DEVELOPERS LTD.,31-03-2020
H D F C BANK LTD.,245867,T C I INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,223617,T SPIRITUAL WORLD LTD.,31-03-2020
H D F C BANK LTD.,246757,TAI INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,246780,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,246955,TALBROS AUTOMOTIVE COMPONENTS LTD.,31-03-2020
H D F C BANK LTD.,246956,TALBROS ENGINEERING LTD.,31-03-2020
H D F C BANK LTD.,247262,TAMILNADU STEEL TUBES LTD.,31-03-2020
H D F C BANK LTD.,247452,TANLA PLATFORMS LTD.,31-03-2020
H D F C BANK LTD.,247612,TAPARIA TOOLS LTD.,31-03-2020
H D F C BANK LTD.,248186,TATA CONSUMER PRODUCTS LTD.,31-03-2020
H D F C BANK LTD.,3149,TAVERNIER RESOURCES LTD.,31-03-2020
H D F C BANK LTD.,520241,TEJNAKSH HEALTHCARE LTD.,31-03-2020
H D F C BANK LTD.,250486,THIRANI PROJECTS LTD.,31-03-2020
H D F C BANK LTD.,250514,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,31-03-2020
H D F C BANK LTD.,570690,TIERRA AGROTECH LTD.,31-03-2020
H D F C BANK LTD.,251162,TIMES GUARANTY LTD.,31-03-2020
H D F C BANK LTD.,251649,TITAN BIO-TECH LTD.,31-03-2020
H D F C BANK LTD.,416157,TOUCHWOOD ENTERTAINMENT LTD.,31-03-2020
H D F C BANK LTD.,252890,TRANSCHEM LTD.,31-03-2020
H D F C BANK LTD.,313103,TRANSCORP INTERNATIONAL LTD.,31-03-2020
H D F C BANK LTD.,558019,TRANSPACT ENTERPRISES LTD.,31-03-2020
H D F C BANK LTD.,561793,TREJHARA SOLUTIONS LTD.,31-03-2020
H D F C BANK LTD.,253887,TRIMURTHI LTD.,31-03-2020
H D F C BANK LTD.,254426,TRITON VALVES LTD.,31-03-2020
H D F C BANK LTD.,352494,TRIVIKRAMA INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,259490,U S G TECH SOLUTIONS LTD.,31-03-2020
H D F C BANK LTD.,404930,ULTRA WIRING CONNECTIVITY SYSTEM LTD.,31-03-2020
H D F C BANK LTD.,535390,UMIYA TUBES LTD.,31-03-2020
H D F C BANK LTD.,294837,UNISHIRE URBAN INFRA LTD.,31-03-2020
H D F C BANK LTD.,257697,UNISON METALS LTD.,31-03-2020
H D F C BANK LTD.,257721,UNISTAR MULTIMEDIA LTD.,31-03-2020
H D F C BANK LTD.,102885,UNITED INTERACTIVE LTD.,31-03-2020
H D F C BANK LTD.,259585,V B DESAI FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,259652,V C K CAPITAL MARKET SERVICES LTD.,31-03-2020
H D F C BANK LTD.,208856,V J T F EDUSERVICES LTD.,31-03-2020
H D F C BANK LTD.,260274,V L S FINANCE LTD.,31-03-2020
H D F C BANK LTD.,261187,V-GUARD INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,23873,VAARAD VENTURES LTD.,31-03-2020
H D F C BANK LTD.,261270,VADILAL DAIRY INTL. LTD.,31-03-2020
H D F C BANK LTD.,603107,VALENCIA NUTRITION LTD.,31-03-2020
H D F C BANK LTD.,262552,VARDHAN CAPITAL & FINANCE LTD.,31-03-2020
H D F C BANK LTD.,264052,VEGETABLE PRODUCTS LTD.,31-03-2020
H D F C BANK LTD.,120130,VELOX INDUSTRIES LTD.,31-03-2020
H D F C BANK LTD.,265129,VIBRANT GLOBAL CAPITAL LTD.,31-03-2020
H D F C BANK LTD.,265453,VIDHI SPECIALTY FOOD INGREDIENTS LTD.,31-03-2020
H D F C BANK LTD.,532382,VIDLI RESTAURANTS LTD.,31-03-2020
H D F C BANK LTD.,392797,VIKAS LIFECARE LTD.,31-03-2020
H D F C BANK LTD.,266724,VIKRAM THERMO (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,267267,VINAYAK VANIJYA LTD.,31-03-2020
H D F C BANK LTD.,267794,VINTRON INFORMATICS LTD.,31-03-2020
H D F C BANK LTD.,267912,VIPPY SPINPRO LTD.,31-03-2020
H D F C BANK LTD.,268415,VIRTUALSOFT SYSTEMS LTD.,31-03-2020
H D F C BANK LTD.,97988,VISAGAR FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,268944,VISHVJYOTI TRADING LTD.,31-03-2020
H D F C BANK LTD.,269186,VISION CORPORATION LTD.,31-03-2020
H D F C BANK LTD.,225896,VISTAR AMAR LTD.,31-03-2020
H D F C BANK LTD.,503996,WAAREE TECHNOLOGIES LTD.,31-03-2020
H D F C BANK LTD.,7447,WAGEND INFRA VENTURE LTD.,31-03-2020
H D F C BANK LTD.,270617,WALL STREET FINANCE LTD.,31-03-2020
H D F C BANK LTD.,139705,WARDWIZARD INNOVATIONS & MOBILITY LTD.,31-03-2020
H D F C BANK LTD.,271533,WELTERMAN INTERNATIONAL LTD.,31-03-2020
H D F C BANK LTD.,272343,WILLIAMSON FINANCIAL SERVICES LTD.,31-03-2020
H D F C BANK LTD.,272344,WILLIAMSON MAGOR & CO. LTD.,31-03-2020
H D F C BANK LTD.,272624,WINRO COMMERCIAL (INDIA) LTD.,31-03-2020
H D F C BANK LTD.,509889,WONDER FIBROMATS LTD.,31-03-2020
H D F C BANK LTD.,410889,WORTH PERIPHERALS LTD.,31-03-2020
H D F C BANK LTD.,383645,YAARI DIGITAL INTEGRATED SERVICES LTD.,31-03-2020
H D F C BANK LTD.,101652,YUVRAAJ HYGIENE PRODUCTS LTD.,31-03-2020
H D F C BANK LTD.,275155,ZEN TECHNOLOGIES LTD.,31-03-2020
H D F C BANK LTD.,224724,ZENLABS ETHICA LTD.,31-03-2020
I C I C I BANK LTD.,384390,5PAISA CAPITAL LTD.,31-03-2020
I C I C I BANK LTD.,612,A C E EDUTREND LTD.,31-03-2020
I C I C I BANK LTD.,23482,A S I INDUSTRIES LTD.,31-03-2020
I C I C I BANK LTD.,581466,AAKASH EXPLORATION SERVICES LTD.,31-03-2020
I C I C I BANK LTD.,71013,ABHISHEK INFRAVENTURES LTD.,31-03-2020
I C I C I BANK LTD.,110420,ALEXANDER STAMPS & COIN LTD.,31-03-2020
I C I C I BANK LTD.,12108,ALUFLUORIDE LTD.,31-03-2020
I C I C I BANK LTD.,12616,AMARNATH SECURITIES LTD.,31-03-2020
I C I C I BANK LTD.,575648,ANUP ENGINEERING LTD.,31-03-2020
I C I C I BANK LTD.,20011,ARNOLD HOLDINGS LTD.,31-03-2020
I C I C I BANK LTD.,551967,ARVIND FASHIONS LTD.,31-03-2020
I C I C I BANK LTD.,21398,ASCOM LEASING & INVSTS. LTD.,31-03-2020
I C I C I BANK LTD.,162140,ASIT C. MEHTA FINANCIAL SERVICES LTD.,31-03-2020
I C I C I BANK LTD.,23561,ASTEC LIFESCIENCES LTD.,31-03-2020
I C I C I BANK LTD.,24857,AUTO PINS (INDIA) LTD.,31-03-2020
I C I C I BANK LTD.,26039,B 2 B SOFTWARE TECHNOLOGIES LTD.,31-03-2020
I C I C I BANK LTD.,30425,BANSISONS TEA INDS. LTD.,31-03-2020
I C I C I BANK LTD.,33667,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LTD.,31-03-2020
I C I C I BANK LTD.,33951,BHARAT TEXTILES & PROOFING INDS. LTD.,31-03-2020
