banker_name,co_code,company_name,bnkhist_date
I C I C I BANK LTD.,375683,MEGHMANI FINECHEM LTD.,31-03-2020
I C I C I BANK LTD.,68528,MENA MANI INDS. LTD.,31-03-2020
I C I C I BANK LTD.,144386,MERCURY METALS LTD.,31-03-2020
I C I C I BANK LTD.,145718,MIDEAST INTEGRATED STEELS LTD.,31-03-2020
I C I C I BANK LTD.,147693,MODERN THREADS (INDIA) LTD.,31-03-2020
I C I C I BANK LTD.,148438,MOLD-TEK TECHNOLOGIES LTD.,31-03-2020
I C I C I BANK LTD.,601439,N D R AUTO COMPONENTS LTD.,31-03-2020
I C I C I BANK LTD.,202369,NETWORK18 MEDIA & INVST. LTD.,31-03-2020
I C I C I BANK LTD.,276926,NIRAJ CEMENT STRUCTURALS LTD.,31-03-2020
I C I C I BANK LTD.,6374,NITIN CASTINGS LTD.,31-03-2020
I C I C I BANK LTD.,396106,O P CHAINS LTD.,31-03-2020
I C I C I BANK LTD.,163136,ODYSSEY CORPORATION LTD.,31-03-2020
I C I C I BANK LTD.,165591,OTCO INTERNATIONAL LTD.,31-03-2020
I C I C I BANK LTD.,180325,P P A P AUTOMOTIVE LTD.,31-03-2020
I C I C I BANK LTD.,389554,P V V INFRA LTD.,31-03-2020
I C I C I BANK LTD.,272875,PAGARIA ENERGY LTD.,31-03-2020
I C I C I BANK LTD.,172333,PATEL ENGINEERING LTD.,31-03-2020
I C I C I BANK LTD.,177726,POWER & INSTRUMENTATION (GUJARAT) LTD.,31-03-2020
I C I C I BANK LTD.,399416,PRATAAP SNACKS LTD.,31-03-2020
I C I C I BANK LTD.,180372,PRECISION WIRES INDIA LTD.,31-03-2020
I C I C I BANK LTD.,180393,PRECOT LTD.,31-03-2020
I C I C I BANK LTD.,181411,PRIMA AGRO LTD.,31-03-2020
I C I C I BANK LTD.,181426,PRIMA INDUSTRIES LTD.,31-03-2020
I C I C I BANK LTD.,412274,R C L RETAIL LTD.,31-03-2020
I C I C I BANK LTD.,570857,R P S G VENTURES LTD.,31-03-2020
I C I C I BANK LTD.,189637,RAINBOW FOUNDATIONS LTD.,31-03-2020
I C I C I BANK LTD.,192842,RAMCHANDRA LEASING & FINANCE LTD.,31-03-2020
I C I C I BANK LTD.,194387,RASI ELECTRODES LTD.,31-03-2020
I C I C I BANK LTD.,194847,RATNAMANI METALS & TUBES LTD.,31-03-2020
I C I C I BANK LTD.,197890,RIDDHI SIDDHI GLUCO BIOLS LTD.,31-03-2020
I C I C I BANK LTD.,155727,ROYAL INDIA CORPN. LTD.,31-03-2020
I C I C I BANK LTD.,200740,RUDRABHISHEK ENTERPRISES LTD.,31-03-2020
I C I C I BANK LTD.,348469,S A L STEEL LTD.,31-03-2020
I C I C I BANK LTD.,202323,S E R INDUSTRIES LTD.,31-03-2020
I C I C I BANK LTD.,203793,S M ENERGY TEKNIK & ELECTRONICS LTD.,31-03-2020
I C I C I BANK LTD.,204866,S R F LTD.,31-03-2020
I C I C I BANK LTD.,207311,SAHARA ONE MEDIA & ENTERTAINMENT LTD.,31-03-2020
I C I C I BANK LTD.,209620,SAMRAT PHARMACHEM LTD.,31-03-2020
I C I C I BANK LTD.,71439,SCHAEFFLER INDIA LTD.,31-12-2019
I C I C I BANK LTD.,215427,SCINTILLA COMMERCIAL & CREDIT LTD.,31-03-2020
I C I C I BANK LTD.,217525,SHAH ALLOYS LTD.,31-03-2020
I C I C I BANK LTD.,19085,SHARPLINE BROADCAST LTD.,31-03-2020
I C I C I BANK LTD.,224050,SHREEJI TRANSLOGISTICS LTD.,31-03-2020
I C I C I BANK LTD.,224351,SHREYAS SHIPPING & LOGISTICS LTD.,31-03-2020
I C I C I BANK LTD.,415869,SIDDHARTH EDUCATION SERVICES LTD.,31-03-2020
I C I C I BANK LTD.,571695,SILLY MONKS ENTERTAINMENT LTD.,31-03-2020
I C I C I BANK LTD.,227676,SIMMONDS MARSHALL LTD.,31-03-2020
I C I C I BANK LTD.,230667,SOMA PAPERS & INDS. LTD.,31-03-2020
I C I C I BANK LTD.,126871,SRIKALAHASTHI PIPES LTD. [MERGED],31-03-2020
I C I C I BANK LTD.,236255,STARLITE COMPONENTS LTD.,31-03-2020
I C I C I BANK LTD.,243264,SUERYAA KNITWEAR LTD.,31-03-2020
I C I C I BANK LTD.,586766,SUMIT WOODS LTD.,31-03-2020
I C I C I BANK LTD.,371302,SUN PHARMA ADVANCED RESEARCH CO. LTD.,31-03-2020
I C I C I BANK LTD.,240215,SUNDRAM FASTENERS LTD.,31-03-2020
I C I C I BANK LTD.,241042,SUNSHINE CAPITAL LTD.,31-03-2020
I C I C I BANK LTD.,242059,SUPREME PETROCHEM LTD.,31-03-2020
I C I C I BANK LTD.,244856,SWASTIKA INVESTMART LTD.,31-03-2020
I C I C I BANK LTD.,248135,TATA INVESTMENT CORPN. LTD.,31-03-2020
I C I C I BANK LTD.,371246,TV18 BROADCAST LTD.,31-03-2020
I C I C I BANK LTD.,255475,TWENTYFIRST CENTURY MGMT. SERVICES LTD.,31-03-2020
I C I C I BANK LTD.,83700,U Y FINCORP LTD.,31-03-2020
I C I C I BANK LTD.,580031,UNIINFO TELECOM SERVICES LTD.,31-03-2020
I C I C I BANK LTD.,257394,UNION QUALITY PLASTICS LTD.,31-03-2020
I C I C I BANK LTD.,88242,UNIVERSAL OFFICE AUTOMATION LTD.,31-03-2020
I C I C I BANK LTD.,49571,URJA GLOBAL LTD.,31-03-2020
I C I C I BANK LTD.,468003,V C U DATA MGMT. LTD.,31-03-2020
I C I C I BANK LTD.,262572,VARDHMAN ACRYLICS LTD.,31-03-2020
I C I C I BANK LTD.,169724,VIJI FINANCE LTD.,31-03-2020
I C I C I BANK LTD.,268194,VIRAT LEASING LTD.,31-03-2020
I C I C I BANK LTD.,143216,VISHVAS PROJECTS LTD.,31-03-2020
I C I C I BANK LTD.,269199,VISION CINEMAS LTD.,31-03-2020
I C I C I BANK LTD.,655424,VIVO COLLABORATION SOLUTIONS LTD.,31-03-2020
I C I C I BANK LTD.,269912,VOLTAMP TRANSFORMERS LTD.,31-03-2020
I C I C I BANK LTD.,44992,WINPRO INDUSTRIES LTD.,31-03-2020
I C I C I BANK LTD.,337792,WONDERLA HOLIDAYS LTD.,31-03-2020
I C I C I BANK LTD.,273769,YAMINI INVESTMENT CO. LTD.,31-03-2020
I D B I BANK LTD.,96387,3I INFOTECH LTD.,31-03-2020
I D B I BANK LTD.,4483,ABHIJIT TRADING CO. LTD.,31-03-2020
I D B I BANK LTD.,44984,ANTARIKSH INDUSTRIES LTD.,31-03-2020
I D B I BANK LTD.,18093,APOLLO FINVEST (INDIA) LTD.,31-03-2020
I D B I BANK LTD.,19131,ARCO LEASING LTD.,31-03-2020
I D B I BANK LTD.,19915,ARMAN FINANCIAL SERVICES LTD.,31-03-2020
I D B I BANK LTD.,19913,ARMAN HOLDINGS LTD.,31-03-2020
I D B I BANK LTD.,591860,ASHAPURI GOLD ORNAMENT LTD.,31-03-2020
I D B I BANK LTD.,21964,ASHOK ALCO-CHEM LTD.,31-03-2020
I D B I BANK LTD.,379683,ASIAN HOTELS (EAST) LTD.,31-03-2020
I D B I BANK LTD.,23320,ASSOCIATED ALCOHOLS & BREWERIES LTD.,31-03-2020
I D B I BANK LTD.,24306,ATUL AUTO LTD.,31-03-2020
I D B I BANK LTD.,28974,BAJAJ STEEL INDS. LTD.,31-03-2020
I D B I BANK LTD.,30542,BARAK VALLEY CEMENTS LTD.,31-03-2020
I D B I BANK LTD.,37555,BOMBAY POTTERIES & TILES LTD.,31-03-2020
I D B I BANK LTD.,46953,C C L INTERNATIONAL LTD.,31-03-2020
I D B I BANK LTD.,40290,C J GELATINE PRODUCTS LTD.,31-03-2020
I D B I BANK LTD.,41761,CAMLIN FINE SCIENCES LTD.,31-03-2020
I D B I BANK LTD.,406261,CROISSANCE LTD.,31-03-2020
I D B I BANK LTD.,63464,DUKE OFFSHORE LTD.,31-03-2020
I D B I BANK LTD.,64162,DYNAMIC ARCHISTRUCTURES LTD.,31-03-2020
I D B I BANK LTD.,66780,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.,31-03-2020
I D B I BANK LTD.,68048,ENBEE TRADE & FINANCE LTD.,31-03-2020
I D B I BANK LTD.,322461,EROS INTERNATIONAL MEDIA LTD.,31-03-2020
I D B I BANK LTD.,69140,ESCORTS KUBOTA LTD.,31-03-2020
I D B I BANK LTD.,78250,GAMMON INDIA LTD.,31-03-2020
I D B I BANK LTD.,78974,GANON PRODUCTS LTD.,31-03-2020
I D B I BANK LTD.,79479,GARWARE MARINE INDS. LTD.,31-03-2020
I D B I BANK LTD.,469754,GREENLAM INDUSTRIES LTD.,31-03-2020
I D B I BANK LTD.,93468,H F C L LTD.,31-03-2020
I D B I BANK LTD.,90708,HARIYANA VENTURES LTD.,31-03-2020
I D B I BANK LTD.,91417,HASTI FINANCE LTD.,31-03-2020
I D B I BANK LTD.,514927,HINDPRAKASH INDUSTRIES LTD.,31-03-2020
I D B I BANK LTD.,93952,HINDUSTAN ADHESIVES LTD.,31-03-2020
I D B I BANK LTD.,239563,HIT KIT GLOBAL SOLUTIONS LTD.,31-03-2020
I D B I BANK LTD.,99248,INDO AMINES LTD.,31-03-2020
I D B I BANK LTD.,123999,K I O C L LTD.,31-03-2020
I D B I BANK LTD.,118544,KAY POWER & PAPER LTD.,31-03-2020
I D B I BANK LTD.,119780,KHAITAN (INDIA) LTD.,31-03-2020
I D B I BANK LTD.,126918,LANDMARC LEISURE CORPN. LTD.,31-03-2020
I D B I BANK LTD.,151455,MADHAV INFRA PROJECTS LTD.,31-03-2020
I D B I BANK LTD.,137790,MANALI PETROCHEMICALS LTD.,31-03-2020
I D B I BANK LTD.,144204,MENON PISTONS LTD.,31-03-2020
I D B I BANK LTD.,155674,NATIONAL STEEL & AGRO INDS. LTD.,31-03-2020
I D B I BANK LTD.,157111,NEELKANTH ROCKMINERALS LTD.,31-03-2020
I D B I BANK LTD.,17638,NEO INFRACON LTD.,31-03-2020
I D B I BANK LTD.,102354,NEWTIME INFRASTRUCTURE LTD.,31-03-2020
I D B I BANK LTD.,165191,ORISSA SPONGE IRON & STEEL LTD.,31-03-2020
I D B I BANK LTD.,165782,OXFORD INDUSTRIES LTD.,31-03-2020
I D B I BANK LTD.,166391,P G FOILS LTD.,31-03-2020
I D B I BANK LTD.,177792,P T C INDIA LTD.,31-03-2020
I D B I BANK LTD.,170559,PARAMOUNT COSMETICS (INDIA) LTD.,31-03-2020
I D B I BANK LTD.,173305,PEARL POLYMERS LTD.,31-03-2020
I D B I BANK LTD.,175043,PHOENIX TOWNSHIP LTD.,31-03-2020
I D B I BANK LTD.,177096,PONNI SUGARS (ERODE) LTD.,31-03-2020
I D B I BANK LTD.,56738,POOJA ENTERTAINMENT & FILMS LTD.,31-03-2020
I D B I BANK LTD.,178109,PRABHU STEEL INDS. LTD.,31-03-2020
I D B I BANK LTD.,263189,PRECISION CONTAINEURS LTD.,31-03-2020
I D B I BANK LTD.,580642,PRITI INTERNATIONAL LTD.,31-03-2020
I D B I BANK LTD.,102484,QUADRANT TELEVENTURES LTD.,31-03-2020
I D B I BANK LTD.,187577,R R SECURITIES LTD.,31-03-2020
I D B I BANK LTD.,187723,R S D FINANCE LTD.,31-03-2020
I D B I BANK LTD.,182265,RAIN INDUSTRIES LTD.,31-12-2019
I D B I BANK LTD.,189619,RAINBOW DENIM LTD.,31-03-2020
I D B I BANK LTD.,190638,RAJDARSHAN INDUSTRIES LTD.,31-03-2020
I D B I BANK LTD.,385775,SADBHAV INFRASTRUCTURE PROJECT LTD.,31-03-2020
I D B I BANK LTD.,210108,SANCO TRANS LTD.,31-03-2020
I D B I BANK LTD.,211464,SANKHYA INFOTECH LTD.,31-03-2020
I D B I BANK LTD.,212337,SAR AUTO PRODUCTS LTD.,31-03-2020
I D B I BANK LTD.,231640,SEAMEC LTD.,31-03-2020
I D B I BANK LTD.,215891,SEASONS FURNISHINGS LTD.,31-03-2020
I D B I BANK LTD.,218788,SHANTHI GEARS LTD.,31-03-2020
I D B I BANK LTD.,223320,SHREE RAJASTHAN SYNTEX LTD.,31-03-2020
I D B I BANK LTD.,372575,SITI NETWORKS LTD.,31-03-2020
I D B I BANK LTD.,582585,SPACE INCUBATRICS TECHNOLOGIES LTD.,31-03-2020
I D B I BANK LTD.,55176,SUVIDHA INFRAESTATE CORPN. LTD.,31-03-2020
I D B I BANK LTD.,246785,T P L PLASTECH LTD.,31-03-2020
I D B I BANK LTD.,246814,TAJ G V K HOTELS & RESORTS LTD.,31-03-2020
I D B I BANK LTD.,247249,TAMILNADU PETROPRODUCTS LTD.,31-03-2020
I D B I BANK LTD.,249975,THACKER & CO. LTD.,31-03-2020
I D B I BANK LTD.,250121,THAMBBI MODERN SPG. MILLS LTD.,31-03-2020
I D B I BANK LTD.,581966,U H ZAVERI LTD.,31-03-2020
I D B I BANK LTD.,268945,VISHVPRABHA VENTURES LTD.,31-03-2020
I D B I BANK LTD.,272390,WIM PLAST LTD.,31-03-2020
I D B I BANK LTD.,275413,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.,31-03-2020
I D F C FIRST BANK LTD.,600835,ALPHALOGIC TECHSYS LTD.,31-03-2020
I D F C FIRST BANK LTD.,581919,AVRO INDIA LTD.,31-03-2020
I D F C FIRST BANK LTD.,42219,CAPITAL TRUST LTD.,31-03-2020
I D F C FIRST BANK LTD.,84124,GOODLUCK INDIA LTD.,31-03-2020
I D F C FIRST BANK LTD.,100709,I D F C LTD.,31-03-2020
I D F C FIRST BANK LTD.,444974,M E P INFRASTRUCTURE DEVELOPERS LTD.,31-03-2020
I D F C FIRST BANK LTD.,23397,MIDAS INFRA TRADE LTD.,31-03-2020
I D F C FIRST BANK LTD.,371201,SHIVAM AUTOTECH LTD.,31-03-2020
I D F C FIRST BANK LTD.,246602,T V S ELECTRONICS LTD.,31-03-2020
INDIAN BANK,253750,ABATE A S INDS. LTD.,31-03-2020
INDIAN BANK,8312,AHLUWALIA CONTRACTS (INDIA) LTD.,31-03-2020
INDIAN BANK,13637,AMIT INTERNATIONAL LTD.,31-03-2020
INDIAN BANK,188397,ANJANI FOODS LTD.,31-03-2020
INDIAN BANK,22896,ASIAN STAR CO. LTD.,31-03-2020
INDIAN BANK,29703,BALMER LAWRIE & CO. LTD.,31-03-2020
INDIAN BANK,387369,BINNY MILLS LTD.,31-03-2020
INDIAN BANK,43729,CENTURY PLYBOARDS (INDIA) LTD.,31-03-2020
INDIAN BANK,44169,CHAMAK HOLDINGS LTD.,31-03-2020
INDIAN BANK,58917,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.,31-03-2020
INDIAN BANK,49856,COMPUAGE INFOCOM LTD.,31-03-2020
INDIAN BANK,51236,COROMANDEL ENGINEERING CO. LTD.,31-03-2020
INDIAN BANK,339986,DHANI SERVICES LTD.,31-03-2020
INDIAN BANK,547455,DHANUKA REALTY LTD.,31-03-2020
INDIAN BANK,60085,DHARANI FINANCE LTD.,31-03-2020
INDIAN BANK,274148,DILIGENT INDUSTRIES LTD.,31-03-2020
INDIAN BANK,67872,EMPIRE INDUSTRIES LTD.,31-03-2020
INDIAN BANK,377405,FINEOTEX CHEMICAL LTD.,31-03-2020
INDIAN BANK,73486,FIRST FINANCIAL SERVICES LTD.,31-03-2020
INDIAN BANK,77965,GALADA FINANCE LTD.,31-03-2020
INDIAN BANK,79220,GARG FURNACE LTD.,31-03-2020
INDIAN BANK,14658,GENERA AGRI CORP LTD.,31-03-2020
INDIAN BANK,98068,IND BANK HOUSING LTD.,31-03-2020
INDIAN BANK,98169,INDBANK MERCHANT BANKING SERVICES LTD.,31-03-2020
INDIAN BANK,98889,INDIAN METALS & FERRO ALLOYS LTD.,31-03-2020
INDIAN BANK,99378,INDO GULF INDS. LTD.,31-03-2020
INDIAN BANK,104732,J S L INDUSTRIES LTD.,31-03-2020
INDIAN BANK,111821,K G DENIM LTD.,31-03-2020
INDIAN BANK,476826,K K V AGRO POWERS LTD.,31-03-2020
INDIAN BANK,114749,KALPATARU POWER TRANSMISSION LTD.,31-03-2020
INDIAN BANK,119691,KEYNOTE FINANCIAL SERVICES LTD.,31-03-2020
INDIAN BANK,122196,KONARK SYNTHETIC LTD.,31-03-2020
INDIAN BANK,122888,KOVAI MEDICAL CENTER & HOSPITAL LTD.,31-03-2020
INDIAN BANK,122893,KOVALAM INVESTMENT & TRDG. CO. LTD.,31-03-2020
INDIAN BANK,126337,LAKSHMI AUTOMATIC LOOM WORKS LTD.,31-03-2020
INDIAN BANK,126361,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.,31-03-2020
INDIAN BANK,126394,LAKSHMI MACHINE WORKS LTD.,31-03-2020
INDIAN BANK,130459,LUX INDUSTRIES LTD.,31-03-2020
INDIAN BANK,146529,MINI DIAMONDS (INDIA) LTD.,31-03-2020
INDIAN BANK,58491,MITSHI INDIA LTD.,31-03-2020
INDIAN BANK,149329,MORARJEE TEXTILES LTD.,31-03-2020
INDIAN BANK,150999,MUNOTH COMMUNICATION LTD.,31-03-2020
INDIAN BANK,402171,ONELIFE CAPITAL ADVISORS LTD.,31-03-2020
INDIAN BANK,165543,OSWAL LEASING LTD.,31-03-2020
INDIAN BANK,201257,PAZEL INTERNATIONAL LTD.,31-03-2020
INDIAN BANK,245256,PRAVEG COMMUNICATIONS (INDIA) LTD.,31-03-2020
INDIAN BANK,182220,PRIYA LTD.,31-03-2020
INDIAN BANK,183796,PUNJAB COMMUNICATIONS LTD.,31-03-2020
INDIAN BANK,222476,S V P GLOBAL TEXTILES LTD.,31-03-2020
INDIAN BANK,207681,SAI CAPITAL LTD.,31-03-2020
INDIAN BANK,174763,SCANDENT IMAGING LTD.,31-03-2020
INDIAN BANK,265311,SCOOBEE DAY GARMENTS (INDIA) LTD.,31-03-2020
INDIAN BANK,167057,SECUREKLOUD TECHNOLOGIES LTD.,31-03-2020
INDIAN BANK,220126,SHENTRACON CHEMICALS LTD.,31-03-2020
INDIAN BANK,221335,SHIVALIK BIMETAL CONTROLS LTD.,31-03-2020
INDIAN BANK,226643,SIDH AUTOMOBILES LTD.,31-03-2020
INDIAN BANK,347879,STAR CEMENT LTD.,31-03-2020
INDIAN BANK,269966,STEPHANOTIS FINANCE LTD.,31-03-2020
INDIAN BANK,238028,SUDAL INDUSTRIES LTD.,31-03-2020
INDIAN BANK,233583,T G V SRAAC LTD.,31-03-2020
INDIAN BANK,518736,TANVI FOODS (INDIA) LTD.,31-03-2020
INDIAN BANK,251726,TIVOLI CONSTRUCTION LTD.,31-03-2020
INDIAN BANK,233222,VARIMAN GLOBAL ENTERPRISES LTD.,31-03-2020
INDIAN OVERSEAS BANK,73721,7SEAS ENTERTAINMENT LTD.,31-03-2020
INDIAN OVERSEAS BANK,348770,ACTIVE CLOTHING CO. LTD.,31-03-2020
INDIAN OVERSEAS BANK,7002,ADVIK LABORATORIES LTD.,31-03-2020
INDIAN OVERSEAS BANK,27766,ALLIANCE INTEGRATED METALIKS LTD.,31-03-2020
INDIAN OVERSEAS BANK,36864,BLUE BLENDS (INDIA) LTD.,31-03-2020
INDIAN OVERSEAS BANK,45191,CHARMS INDUSTRIES LTD.,31-03-2020
INDIAN OVERSEAS BANK,348418,COFORGE LTD.,31-03-2020
INDIAN OVERSEAS BANK,50686,CONTINENTAL CHEMICALS LTD.,31-03-2020
INDIAN OVERSEAS BANK,64338,DYNAVISION LTD.,31-03-2020
INDIAN OVERSEAS BANK,269306,E D & TECH INTL. LTD.,31-03-2020
INDIAN OVERSEAS BANK,70538,EVERLON SYNTHETICS LTD.,31-03-2020
INDIAN OVERSEAS BANK,24230,EVEXIA LIFECARE LTD.,31-03-2020
INDIAN OVERSEAS BANK,74920,FOURTH GENERATION INFORMATION SYSTEMS LTD.,31-03-2020
INDIAN OVERSEAS BANK,79484,GARWARE HI-TECH FILMS LTD.,31-03-2020
INDIAN OVERSEAS BANK,117588,GLOBUS CORPOORATION LTD.,31-03-2020
INDIAN OVERSEAS BANK,85276,GRAND FOUNDRY LTD.,31-03-2020
INDIAN OVERSEAS BANK,92762,HI-KLASS TRADING & INVST. LTD.,31-03-2020
INDIAN OVERSEAS BANK,98993,I S M T LTD.,31-03-2020
INDIAN OVERSEAS BANK,434489,IND RENEWABLE ENERGY LTD.,31-03-2020
INDIAN OVERSEAS BANK,98675,INDIAN BRIGHT STEEL CO. LTD.,31-03-2020
INDIAN OVERSEAS BANK,102632,IRCON INTERNATIONAL LTD.,31-03-2020
INDIAN OVERSEAS BANK,103755,J J FINANCE CORPN. LTD.,31-03-2020
INDIAN OVERSEAS BANK,108881,JAYSHREE CHEMICALS LTD.,31-03-2020
INDIAN OVERSEAS BANK,134286,JOY REALTY LTD.,31-03-2020
INDIAN OVERSEAS BANK,113791,K C L INFRA PROJECTS LTD.,31-03-2020
INDIAN OVERSEAS BANK,115345,KAMANWALA HOUSING CONSTRUCTION LTD.,31-03-2020
INDIAN OVERSEAS BANK,126067,LAFFANS PETROCHEMICALS LTD.,31-03-2020
INDIAN OVERSEAS BANK,129018,LIPPI SYSTEMS LTD.,31-03-2020
INDIAN OVERSEAS BANK,132115,M M RUBBER CO. LTD.,31-03-2020
INDIAN OVERSEAS BANK,140214,MARIS SPINNERS LTD.,31-03-2020
INDIAN OVERSEAS BANK,76373,MEYER APPAREL LTD.,31-03-2020
INDIAN OVERSEAS BANK,165728,ONE GLOBAL SERVICE PROVIDER LTD.,31-03-2020
INDIAN OVERSEAS BANK,174014,PENTOKEY ORGANY (INDIA) LTD.,31-03-2020
INDIAN OVERSEAS BANK,175214,PIDILITE INDUSTRIES LTD.,31-03-2020
INDIAN OVERSEAS BANK,176945,POLYMECHPLAST MACHINES LTD.,31-03-2020
INDIAN OVERSEAS BANK,178676,PRAJAY ENGINEERS SYNDICATE LTD.,31-03-2020
INDIAN OVERSEAS BANK,180904,PREMIER SYNTHETICS LTD.,31-03-2020
INDIAN OVERSEAS BANK,231183,PRIME PROPERTY DEVP. CORPN. LTD.,31-03-2020
INDIAN OVERSEAS BANK,184556,PUSHPSONS INDUSTRIES LTD.,31-03-2020
INDIAN OVERSEAS BANK,187329,R P P INFRA PROJECTS LTD.,31-03-2020
INDIAN OVERSEAS BANK,188553,RADAAN MEDIAWORKS INDIA LTD.,31-03-2020
INDIAN OVERSEAS BANK,189435,RAHUL MERCHANDISING LTD.,31-03-2020
INDIAN OVERSEAS BANK,191218,RAJESWARI INFRASTRUCTURE LTD.,31-03-2020
INDIAN OVERSEAS BANK,195500,RAYMED LABS LTD.,31-03-2020
INDIAN OVERSEAS BANK,340220,REFEX INDUSTRIES LTD.,31-03-2020
INDIAN OVERSEAS BANK,200170,REMEDIUM LIFECARE LTD.,31-03-2020
INDIAN OVERSEAS BANK,268587,RODIUM REALTY LTD.,31-03-2020
INDIAN OVERSEAS BANK,208979,SAM INDUSTRIES LTD.,31-03-2020
INDIAN OVERSEAS BANK,214967,SAWACA BUSINESS MACHINES LTD.,31-03-2020
INDIAN OVERSEAS BANK,531118,SHIVA MILLS LTD.,31-03-2020
INDIAN OVERSEAS BANK,222166,SHREE AJIT PULP & PAPER LTD.,31-03-2020
INDIAN OVERSEAS BANK,234340,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.,31-03-2020
INDIAN OVERSEAS BANK,234438,SRI NACHAMMAI COTTON MILLS LTD.,31-03-2020
INDIAN OVERSEAS BANK,235527,SRIVEN MULTI-TECH LTD.,31-03-2020
INDIAN OVERSEAS BANK,241501,SUPER SALES INDIA LTD.,31-03-2020
INDIAN OVERSEAS BANK,521998,SUPERSHAKTI METALIKS LTD.,31-03-2020
INDIAN OVERSEAS BANK,377307,SURANA SOLAR LTD.,31-03-2020
INDIAN OVERSEAS BANK,33133,T G B BANQUETS & HOTELS LTD.,31-03-2020
INDIAN OVERSEAS BANK,482404,TIRUPATI FORGE LTD.,31-03-2020
INDIAN OVERSEAS BANK,182287,TITAN INTECH LTD.,31-03-2020
INDIAN OVERSEAS BANK,255218,TUNI TEXTILE MILLS LTD.,31-03-2020
INDIAN OVERSEAS BANK,426496,VETO SWITCHGEARS & CABLES LTD.,31-03-2020
INDIAN OVERSEAS BANK,267814,VINYL CHEMICALS INDIA LTD.,31-03-2020
INDUSIND BANK LTD.,2448,A R C FINANCE LTD.,31-03-2020
INDUSIND BANK LTD.,463750,A V G LOGISTICS LTD.,31-03-2020
INDUSIND BANK LTD.,566084,ACE INTEGRATED SOLUTIONS LTD.,31-03-2020
INDUSIND BANK LTD.,177668,APOLLO TRICOAT TUBES LTD.,31-03-2020
INDUSIND BANK LTD.,25570,AVON MERCANTILE LTD.,31-03-2020
INDUSIND BANK LTD.,545365,B & B TRIPLEWALL CONTAINERS LTD.,31-03-2020
INDUSIND BANK LTD.,272139,BOMBAY TALKIES LTD.,31-03-2020
INDUSIND BANK LTD.,409864,CASPIAN CORPORATE SERVICES LTD.,31-03-2020
INDUSIND BANK LTD.,45898,CHEMTECH INDUSTRIAL VALVES LTD.,31-03-2020
INDUSIND BANK LTD.,52258,CRESCENT LEASING LTD.,31-03-2020
INDUSIND BANK LTD.,60566,DHRUVA CAPITAL SERVICES LTD.,31-03-2020
INDUSIND BANK LTD.,530091,DIGGI MULTITRADE LTD.,31-03-2020
INDUSIND BANK LTD.,593720,GLEAM FABMAT LTD.,31-03-2020
INDUSIND BANK LTD.,25932,GLOBAL VECTRA HELICORP LTD.,31-03-2020
INDUSIND BANK LTD.,83143,GOENKA BUSINESS & FINANCE LTD.,31-03-2020
INDUSIND BANK LTD.,83200,GOGIA CAPITAL SERVICES LTD.,31-03-2020
INDUSIND BANK LTD.,88134,H B ESTATE DEVELOPERS LTD.,31-03-2020
INDUSIND BANK LTD.,576662,INNOVANA THINKLABS LTD.,31-03-2020
INDUSIND BANK LTD.,111460,INTELLIVATE CAPITAL VENTURES LTD.,31-03-2020
INDUSIND BANK LTD.,101723,INTER STATE OIL CARRIER LTD.,31-03-2020
INDUSIND BANK LTD.,122049,KOLTE PATIL DEVELOPERS LTD.,31-03-2020
INDUSIND BANK LTD.,130543,LYONS CORPORATE MARKET LTD.,31-03-2020
INDUSIND BANK LTD.,232789,M LAKHAMSI INDUSTRIES LTD.,31-03-2020
INDUSIND BANK LTD.,571051,MANAV INFRA PROJECTS LTD.,31-03-2020
INDUSIND BANK LTD.,142847,MEDICAMEN BIOTECH LTD.,31-03-2020
INDUSIND BANK LTD.,142754,MEDICAPS LTD.,31-03-2020
INDUSIND BANK LTD.,145861,MIHIKA INDUSTRIES LTD.,31-03-2020
INDUSIND BANK LTD.,645540,NIKS TECHNOLOGY LTD.,31-03-2020
INDUSIND BANK LTD.,250874,NIYOGIN FINTECH LTD.,31-03-2020
INDUSIND BANK LTD.,9395,OPTIEMUS INFRACOM LTD.,31-03-2020
INDUSIND BANK LTD.,603039,ORIENTAL INFRATRUST,31-03-2020
INDUSIND BANK LTD.,181652,PRIME SECURITIES LTD.,31-03-2020
INDUSIND BANK LTD.,183186,PRO CLB GLOBAL LTD.,31-03-2020
INDUSIND BANK LTD.,585970,RAJNISH WELLNESS LTD.,31-03-2020
INDUSIND BANK LTD.,196087,REFNOL RESINS & CHEMICALS LTD.,31-03-2020
INDUSIND BANK LTD.,197837,RICO AUTO INDS. LTD.,31-03-2020
INDUSIND BANK LTD.,200979,RUPA & CO. LTD.,31-03-2020
INDUSIND BANK LTD.,43251,S P S FINQUEST LTD.,31-03-2020
INDUSIND BANK LTD.,203957,SANMIT INFRA LTD.,31-03-2020
INDUSIND BANK LTD.,30591,SARVOTTAM FINVEST LTD.,31-03-2020
INDUSIND BANK LTD.,214728,SAVEN TECHNOLOGIES LTD.,31-03-2020
